mode,run_id,label_noise,learning_rate,weight_decay,seed,steps,batch_size,duration_s,final_train_batch_loss,validation_loss,validation_accuracy,test_loss,test_accuracy,parameter_hash,mean_grad_norm,mean_update_ratio,latest_gns,latest_critical_batch,latest_gns_regime,latest_plasticity_score,random_metric,confounded_lr_proxy,batch_warning_count,gradient_warning_count,gns_measurements,plasticity_measurements
traintools,noise=0.25|lr=0.001|wd=0|seed=44,0.25,0.001,0.0,44,100,64,0.1358260999986669,0.8423453569412231,0.8356862664222717,0.734375,0.8225094079971313,0.76171875,294b71172c99a08e2d9578123b6d3ce5e1597afd440b51a377f64957e7dc547f,0.39831759882262113,0.00010969608773091246,52.146290427208704,52.0,optimal,0.9215387488134235,-0.13856971313311486,2.9930715143433444,0,0,4,4
traintools,noise=0.25|lr=0.001|wd=0.01|seed=11,0.25,0.001,0.01,11,100,64,0.13050700000167126,0.9395288228988647,0.9017350077629089,0.671875,0.8865687847137451,0.73046875,5c7423ba60a241240b4d032f852601b3f70637ceb97b1d5786ff0a44d152014b,0.37649602817651506,0.00010818042860446831,100000.0,6400.0,under-batched,0.9335412154484507,-0.5624220525662044,2.9718788973716896,0,0,4,4
traintools,noise=0.25|lr=0.001|wd=0.01|seed=22,0.25,0.001,0.01,22,100,64,0.11751739999454003,0.9740167856216431,0.8931609988212585,0.71875,0.8804192543029785,0.74609375,fabafec36bd4220b7fae915818eed1e7b983c9639c887e08b5197ffaa5beaf4b,0.342622396820926,9.855925652275106e-05,776.3406167751689,776.0,under-batched,0.9389974643773064,0.2921906453068363,3.0146095322653417,0,0,4,4
traintools,noise=0.25|lr=0.001|wd=0.01|seed=33,0.25,0.001,0.01,33,100,64,0.10158019999653334,1.0173650979995728,0.8947699069976807,0.73046875,0.8698715567588806,0.765625,dc7724ae1a893cbb859a9d898efcc1f08ef6d0bebf8a811b270fb2ad9248fc7d,0.3557990318368181,0.000102187004917828,183.01600971825565,183.0,optimal,0.9305910002716679,-0.29509668121999727,2.9852451659390002,0,0,4,4
traintools,noise=0.25|lr=0.001|wd=0.01|seed=44,0.25,0.001,0.01,44,100,64,0.09982380000292324,0.842585027217865,0.8359323740005493,0.734375,0.8227813839912415,0.76171875,f25b647c8182d76d2d4bfe0218f3c4499a2c4e2faddcbce99dd435a327d3e126,0.39822146178847434,0.0001097325848750943,52.12767877082986,52.0,optimal,0.9215310589269404,0.666814516229264,3.0333407258114633,0,0,4,4
traintools,noise=0.25|lr=0.005|wd=0|seed=11,0.25,0.005,0.0,11,100,64,0.09303650000219932,0.73521488904953,0.5749955177307129,0.79296875,0.5506531000137329,0.8046875,12b63ab1c0ec36da52a7728e2f186c05be3e5e72a3c1ebe76538627e689ad39e,0.39659682116204165,0.0004541008173672011,100000.0,6400.0,under-batched,0.9169355638114274,-1.5226626469623634,2.224896863315863,0,0,4,4
traintools,noise=0.25|lr=0.005|wd=0|seed=22,0.25,0.005,0.0,22,100,64,0.09887429999798769,0.8324936032295227,0.6127451062202454,0.7734375,0.5971539616584778,0.78515625,866b90b4b77adf12e456ba471509ba6aebaff24d2d2dba24da675853668d98e4,0.4012298081028601,0.0004714798624110663,100000.0,6400.0,under-batched,0.918549701856061,-0.33304398903196375,2.2843777962123832,0,0,4,4
traintools,noise=0.25|lr=0.005|wd=0|seed=33,0.25,0.005,0.0,33,100,64,0.11106309999740915,0.8778393864631653,0.5455715656280518,0.8359375,0.5568035840988159,0.8203125,87598f85dec67c74286860876bc820c610f795d433bacffcca3277cce9db40f7,0.4036412195465181,0.00046616674163168213,320.98100339679405,321.0,under-batched,0.9142544682229126,0.7206299548484135,2.337061493406402,0,0,4,4
traintools,noise=0.25|lr=0.005|wd=0|seed=44,0.25,0.005,0.0,44,100,64,0.10596350000560051,0.6081300377845764,0.5559108257293701,0.83203125,0.5597622394561768,0.80078125,5fa857785e2df5c95b67e9195b655f968d58e01deace0b7245c85a9863c0a26d,0.3903568166514544,0.0004352446887343433,92.51982935501624,93.0,optimal,0.9090479705646743,-0.7252748462437395,2.2647662533517945,0,0,4,4
traintools,noise=0.25|lr=0.005|wd=0.01|seed=11,0.25,0.005,0.01,11,100,64,0.10435219999635592,0.7352572083473206,0.5746260285377502,0.796875,0.5506513714790344,0.8046875,359effdd8d64975b1b51e4d425242e5168fd295a9fe79c94c25ad0395ac2cdf4,0.3963998322336107,0.00045476286671717074,100000.0,6400.0,under-batched,0.9167040803075127,0.19529663914573311,2.310794827621268,0,0,4,4
traintools,noise=0.25|lr=0.005|wd=0.01|seed=22,0.25,0.005,0.01,22,100,64,0.09959019999951124,0.8324145078659058,0.613192081451416,0.7734375,0.5971196293830872,0.7890625,cb3e68412ef0cfe130b9349590df5bf81b5c9c80a7b33d64f50407681edfbe04,0.40083720102582177,0.0004719888684445738,100000.0,6400.0,under-batched,0.9183951013516624,0.17987555092377308,2.31002377321017,0,0,4,4
traintools,noise=0.25|lr=0.005|wd=0.01|seed=33,0.25,0.005,0.01,33,100,64,0.10606660000485135,0.8781148791313171,0.5460903644561768,0.8359375,0.5573779940605164,0.8203125,c0a48dac9355b578bc4abc7de4ee9e1c124d22882c5712484c09995c39b745dc,0.4037030157018331,0.00046715714647936255,319.12192404046675,319.0,under-batched,0.9141260898141332,1.595590937509317,2.3808095425394473,0,0,4,4
traintools,noise=0.25|lr=0.005|wd=0.01|seed=44,0.25,0.005,0.01,44,100,64,0.11286689999542432,0.6085642576217651,0.5560524463653564,0.84375,0.5598963499069214,0.80078125,e6a55e8960cc528fc352ee094e51d6d0978e162721530d7dc5cc366e7d7589cf,0.38999864768807885,0.0004357216033603157,92.53040118066632,93.0,optimal,0.9089512040176282,-1.7219846289615404,2.214930764215904,0,0,4,4
